filename_stem,pdb_id,stage,detail,heavy_species,anarci_chain_type
9gs7_Bb_agA_m0,9gs7,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9gsl_Bb_agA_m0,9gsl,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9i20_Bb_agA_m0,9i20,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9kfb_Aa_agB_m0,9kfb,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,L
9mba_Ss_agC _ D_m0,9mba,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9mba_Tt_agB _ R_m0,9mba,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9nwu_Aa_agNA_m0,9nwu,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
9nwu_Bb_agNA_m0,9nwu,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
9nwu_Cc_agNA_m0,9nwu,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
9nwu_Dd_agNA_m0,9nwu,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
9udn_Aa_agNA_m0,9udn,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,L
9udp_Aa_agNA_m0,9udp,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,L
9uds_Aa_agNA_m0,9uds,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,L
9uds_Bb_agNA_m0,9uds,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,L
9uds_Cc_agNA_m0,9uds,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,L
9uds_Dd_agNA_m0,9uds,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (lambda). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,L
9uym_Cc_agA_m0,9uym,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,homo sapiens,K
9zqa_Ii_agB _ E _ D_m0,9zqa,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9zqa_Jj_agA _ F _ C_m0,9zqa,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9zqb_Ii_agB _ E _ D _ G_m0,9zqb,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9zqb_Jj_agA _ F _ H _ C_m0,9zqb,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9zqc_Ii_agB _ E _ D _ G_m0,9zqc,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
9zqc_Jj_agA _ F _ C_m0,9zqc,sabdab_chain_mislabel,ANARCI HMM classifier identified the sequence stored in SAbDab's Hchain slot as a light-chain locus (kappa). Direct sequence inspection confirms a canonical light-chain variable domain. Root cause: SAbDab annotation error -- Hchain assigned to a light-chain sequence in a light-chain-only deposition with no Lchain partner recorded.,mus musculus,K
